CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Churn
CUST00237,79,37,53.42,7995.78,Two year,Fiber optic,No,No internet,Yes,Yes,No internet,Yes,Yes,Bank transfer,0
CUST00238,50,5,122.43,927.98,Two year,DSL,Yes,No internet,Yes,Yes,No,No,Yes,Mailed check,0
CUST00239,18,26,132.41,4038.71,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Mailed check,0
CUST00240,74,62,99.1,3142.45,Month-to-month,DSL,No,Yes,No internet,No,Yes,No,No,Mailed check,0
CUST00241,44,4,85.89,6939.98,Month-to-month,No,Yes,No internet,No internet,No internet,Yes,Yes,Yes,Credit card,0
CUST00242,79,42,40.71,3860.15,Month-to-month,DSL,Yes,No internet,No internet,No internet,Yes,No,Yes,Bank transfer,0
CUST00243,74,18,28.2,976.72,One year,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer,0
CUST00244,69,40,35.29,5111.95,Two year,Fiber optic,Yes,No,No internet,No,No,Yes,Yes,Bank transfer,0
CUST00245,30,39,49.56,6189.17,Month-to-month,No,No,No,No internet,No internet,No internet,No internet,No,Credit card,0
CUST00246,58,14,64.42,122.76,One year,Fiber optic,Yes,No internet,No,No internet,No,No,No,Electronic check,0
CUST00247,20,32,69.52,6885.76,Month-to-month,DSL,No,No internet,Yes,No,No,No internet,Yes,Bank transfer,0
CUST00248,56,51,65.02,1569.58,Month-to-month,No,Yes,No internet,No,No,Yes,No internet,No,Bank transfer,1
CUST00249,23,38,51.08,4461.35,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,No,Electronic check,1
CUST00250,25,23,86.26,3384.8,One year,Fiber optic,Yes,No internet,No,Yes,Yes,No,No,Credit card,0
CUST00251,44,63,127.29,5785.27,Two year,DSL,Yes,Yes,No,No internet,No,Yes,Yes,Electronic check,0
CUST00252,26,15,56.36,3032.18,Two year,DSL,No,No internet,Yes,No,Yes,Yes,Yes,Electronic check,0
CUST00253,79,25,142.51,6971.13,Month-to-month,No,No,No internet,No internet,No internet,Yes,No,Yes,Electronic check,0
CUST00254,54,17,133.53,5870.92,Two year,Fiber optic,No,No internet,No,Yes,No,Yes,No,Electronic check,0
CUST00255,50,66,41.03,5216.93,One year,DSL,No internet,No internet,Yes,Yes,No,No,Yes,Credit card,0
CUST00256,68,53,122.22,6390.3,Two year,No,Yes,No internet,No internet,No internet,No internet,No,Yes,Credit card,0
CUST00257,59,51,94.7,6056.78,Two year,Fiber optic,Yes,Yes,No internet,Yes,No internet,Yes,Yes,Electronic check,0
CUST00258,61,39,93.65,383.92,Two year,Fiber optic,No,Yes,No internet,No,No internet,Yes,No,Mailed check,0
CUST00259,41,51,70.84,3218.4,Month-to-month,No,No internet,No internet,No,No internet,No,No internet,No,Mailed check,0
CUST00260,32,70,85.15,7453.38,One year,No,Yes,No,No,No,No,Yes,Yes,Mailed check,1
CUST00261,76,6,71.63,1093.22,Month-to-month,DSL,No,No internet,No internet,No,Yes,No,Yes,Mailed check,0
CUST00262,71,67,90.17,5923.06,Month-to-month,Fiber optic,Yes,No internet,No internet,Yes,No internet,No internet,Yes,Bank transfer,0
CUST00263,49,7,101.63,7799.28,Month-to-month,Fiber optic,Yes,No internet,No internet,No,Yes,No,No,Credit card,1
CUST00264,49,51,107.66,512.37,Month-to-month,Fiber optic,No,No,No internet,No internet,Yes,No internet,Yes,Credit card,1
CUST00265,41,42,89.22,5489.33,Month-to-month,No,No,No,No internet,No,Yes,Yes,No,Electronic check,0
CUST00266,58,64,113.78,3798.42,One year,DSL,Yes,No,No internet,No,Yes,Yes,No,Bank transfer,0
CUST00267,69,15,38.37,4675.48,Two year,Fiber optic,Yes,Yes,Yes,No,No internet,Yes,No,Electronic check,0
CUST00268,66,29,47.56,774.2,Month-to-month,No,No,No,No internet,No,Yes,No,Yes,Electronic check,0
CUST00269,79,33,126.44,439.75,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No internet,Yes,Credit card,1
CUST00270,66,27,61.93,5368.25,One year,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer,1
CUST00271,75,36,22.98,6604.14,One year,Fiber optic,No,No,No,No internet,No,No internet,No,Mailed check,0
CUST00272,69,29,39.99,6277.92,Two year,DSL,Yes,No,No internet,Yes,No internet,Yes,No,Credit card,0
CUST00273,29,38,49.07,4396.07,One year,DSL,Yes,No,No,No internet,Yes,No,No,Bank transfer,0
CUST00274,79,57,144.45,888.95,Two year,Fiber optic,No internet,Yes,Yes,No internet,No internet,Yes,Yes,Bank transfer,0
CUST00275,56,27,94.5,5535.55,Month-to-month,Fiber optic,No,No internet,No internet,No internet,Yes,No,Yes,Credit card,1
CUST00276,19,55,141.25,2010.92,Month-to-month,DSL,No internet,No,No,No internet,No internet,Yes,No,Credit card,1
CUST00277,20,33,94.77,7297.44,Two year,No,No internet,No,Yes,No internet,No internet,No,No,Electronic check,0
CUST00278,66,68,82.32,6722.3,One year,DSL,No internet,No,Yes,No,Yes,No,No,Electronic check,0
CUST00279,54,66,60.78,5704.13,Two year,Fiber optic,Yes,Yes,No,Yes,No internet,No internet,Yes,Electronic check,0
CUST00280,66,10,98.83,7595.88,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,0
CUST00281,73,5,38.1,348.23,Month-to-month,No,No internet,No internet,No,No,No,No internet,Yes,Credit card,1
CUST00282,34,38,136.77,5915.98,One year,DSL,No internet,No,Yes,No internet,No,No internet,No,Bank transfer,0
CUST00283,76,13,127.81,2708.92,Two year,DSL,No internet,Yes,No internet,Yes,No,Yes,Yes,Credit card,0
CUST00284,66,31,61.28,7257.92,Two year,DSL,Yes,No internet,No internet,No,No internet,No,Yes,Bank transfer,0
CUST00285,19,47,143.86,2206.73,Month-to-month,Fiber optic,No internet,No,No internet,No,No,No internet,No,Mailed check,1
CUST00286,19,52,127.28,5826.37,One year,DSL,No internet,Yes,No internet,Yes,Yes,Yes,Yes,Credit card,0
CUST00287,45,56,106.62,7033.41,One year,No,No,No,No internet,Yes,No,No,Yes,Bank transfer,1
CUST00288,71,15,35.83,429.09,One year,Fiber optic,No,No,No,No internet,No,No internet,Yes,Bank transfer,1
CUST00289,40,29,82.17,3241.42,Month-to-month,Fiber optic,Yes,Yes,No internet,No internet,No internet,No internet,Yes,Electronic check,1
CUST00290,54,8,85.79,6122.24,One year,DSL,No,Yes,No internet,Yes,Yes,No internet,No,Mailed check,0
CUST00291,49,5,50.23,3693.86,Two year,No,No,Yes,No internet,No internet,No internet,No,No,Credit card,0
CUST00292,50,29,30.4,2211.3,One year,Fiber optic,No,No,No internet,No,No internet,No internet,No,Electronic check,0
CUST00293,18,47,120.97,1836.46,Month-to-month,Fiber optic,Yes,No,Yes,No internet,Yes,No,No,Mailed check,0
CUST00294,36,68,35.86,1138.99,One year,DSL,No,No internet,No internet,No internet,No internet,No internet,No,Electronic check,0
CUST00295,79,45,97.26,6871.32,One year,DSL,Yes,No,No internet,No,Yes,Yes,Yes,Credit card,0
CUST00296,19,2,141.74,4645.31,Two year,No,No internet,Yes,No,No internet,No,No internet,Yes,Bank transfer,0
CUST00297,70,27,133.89,703.44,One year,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card,1
CUST00298,61,36,56.11,3122.38,Two year,No,Yes,No internet,No,No internet,Yes,Yes,Yes,Mailed check,0
CUST00299,43,36,130.69,3005.1,Two year,Fiber optic,No,No internet,No internet,Yes,Yes,Yes,No,Credit card,0
CUST00300,49,26,20.04,1535.74,Month-to-month,No,No internet,Yes,No,No internet,No internet,No,No,Mailed check,1
CUST00301,23,43,22.3,3540.51,Two year,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,1
CUST00302,49,27,98.33,2723.58,Two year,No,Yes,No internet,No internet,Yes,Yes,No internet,No,Mailed check,1
CUST00303,72,69,67.42,2800.25,Month-to-month,Fiber optic,Yes,No internet,Yes,Yes,Yes,No,Yes,Bank transfer,0
CUST00304,21,20,70.24,5938.31,Two year,DSL,No internet,No internet,Yes,Yes,No,Yes,Yes,Bank transfer,1
CUST00305,72,11,93.38,1863.78,Month-to-month,Fiber optic,No internet,Yes,No,Yes,Yes,No,No,Bank transfer,0
CUST00306,28,38,44.93,5170.69,One year,DSL,No internet,No internet,No internet,No,No internet,No,No,Electronic check,0
CUST00307,73,6,47.53,4608.13,Month-to-month,No,Yes,No internet,No,No,Yes,No,No,Mailed check,0
CUST00308,76,23,83.0,4587.93,Two year,No,No internet,Yes,No,No,Yes,No internet,No,Electronic check,0
CUST00309,34,47,118.05,5337.76,Month-to-month,No,No,No,No,Yes,No,Yes,No,Credit card,0
CUST00310,55,46,100.53,4432.22,Two year,No,No internet,No,No internet,No internet,Yes,No,No,Credit card,0
CUST00311,41,12,58.66,7046.12,One year,No,Yes,No internet,No internet,No,No internet,No,No,Credit card,0
CUST00312,22,13,75.94,5437.08,Month-to-month,DSL,No,No,Yes,No internet,Yes,No,Yes,Credit card,0
CUST00313,69,62,42.19,4421.01,One year,DSL,No internet,No,No internet,No internet,No internet,Yes,No,Bank transfer,0
CUST00314,51,60,29.7,6655.13,Two year,No,No,No,No,Yes,No,No,Yes,Mailed check,1
CUST00315,23,43,121.75,4888.56,Two year,Fiber optic,No,No,No,Yes,Yes,No,Yes,Bank transfer,0
CUST00316,39,68,54.5,2400.04,One year,Fiber optic,Yes,No internet,Yes,Yes,No,No internet,No,Mailed check,1
CUST00317,28,5,43.11,1736.05,Month-to-month,No,No,No,No internet,No,Yes,Yes,Yes,Mailed check,0
CUST00318,65,37,109.91,1303.39,Month-to-month,DSL,No,No,No,Yes,No internet,No internet,No,Electronic check,1
CUST00319,33,31,100.35,7205.7,Two year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,1
CUST00320,50,9,102.31,5710.07,One year,Fiber optic,Yes,No internet,Yes,No,Yes,Yes,Yes,Mailed check,0
CUST00321,26,51,49.76,7505.29,One year,Fiber optic,Yes,Yes,No,No,No internet,Yes,Yes,Credit card,0
CUST00322,77,29,50.24,4866.01,Month-to-month,No,No,Yes,No,No,No,No internet,No,Credit card,0
CUST00323,76,40,48.7,3839.87,Month-to-month,Fiber optic,No,No internet,No internet,Yes,Yes,No internet,Yes,Credit card,1
CUST00324,23,41,42.59,571.76,Month-to-month,Fiber optic,No,No,Yes,No,No,No internet,Yes,Bank transfer,1
CUST00325,33,11,105.24,5405.97,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No internet,Yes,Credit card,1
CUST00326,46,23,130.24,4699.45,Month-to-month,Fiber optic,No internet,No internet,Yes,Yes,No internet,No,No,Mailed check,0
CUST00327,20,1,114.16,7922.65,Month-to-month,DSL,No,No,No internet,No,No internet,No,Yes,Bank transfer,0
CUST00328,37,46,122.97,1989.35,Two year,No,No internet,No internet,No,Yes,No,No,No,Credit card,1
CUST00329,77,21,72.62,4292.83,Month-to-month,No,Yes,Yes,No internet,No internet,No,Yes,Yes,Electronic check,0
CUST00330,76,36,105.03,5242.56,Month-to-month,DSL,No,No,Yes,Yes,Yes,No,Yes,Credit card,0
CUST00331,53,54,66.05,5192.27,One year,DSL,No internet,No,No internet,Yes,No internet,Yes,Yes,Credit card,0
CUST00332,36,57,88.32,4534.22,One year,No,No,No internet,No internet,No,Yes,No internet,No,Bank transfer,1
CUST00333,43,1,82.61,6237.73,Two year,Fiber optic,No,No,Yes,No,No internet,Yes,Yes,Mailed check,0
CUST00334,20,63,43.0,1719.35,Month-to-month,Fiber optic,No,Yes,No internet,Yes,No,Yes,Yes,Credit card,0
CUST00335,36,54,70.32,5832.45,Two year,No,No internet,Yes,Yes,No,Yes,No,Yes,Bank transfer,0
CUST00336,37,55,145.3,4995.9,One year,Fiber optic,Yes,Yes,No,No internet,Yes,No internet,Yes,Bank transfer,1
CUST00337,49,40,52.32,7178.99,Two year,DSL,No,No internet,Yes,No internet,No internet,No internet,No,Mailed check,0
CUST00338,24,15,37.39,6792.84,One year,Fiber optic,Yes,No,Yes,No,No internet,No,Yes,Bank transfer,0
CUST00339,69,21,74.42,2589.66,Two year,Fiber optic,Yes,No,No,Yes,No internet,No internet,Yes,Mailed check,0
CUST00340,58,47,122.74,2282.27,Two year,Fiber optic,No internet,No,Yes,No internet,No,No internet,Yes,Electronic check,1
CUST00341,50,53,95.68,7855.06,Month-to-month,No,No internet,Yes,No,No internet,Yes,No internet,Yes,Credit card,1
CUST00342,57,9,108.53,4265.39,Two year,DSL,Yes,No,No,Yes,No internet,No,No,Bank transfer,1
CUST00343,56,52,44.66,7260.73,Month-to-month,Fiber optic,No,Yes,Yes,No,No,No internet,Yes,Electronic check,0
CUST00344,35,57,100.46,1394.66,Month-to-month,No,No internet,No,No internet,No internet,No internet,Yes,Yes,Bank transfer,1
CUST00345,57,26,62.06,5178.27,Month-to-month,Fiber optic,No,Yes,No internet,Yes,Yes,Yes,No,Bank transfer,0
CUST00346,18,41,128.46,6497.9,Month-to-month,DSL,No,No,No,Yes,No internet,No internet,Yes,Electronic check,0
CUST00347,28,35,101.81,7584.42,Two year,Fiber optic,No,No internet,No internet,No internet,Yes,No,Yes,Bank transfer,0
CUST00348,45,63,45.85,2764.99,One year,DSL,Yes,No internet,No internet,No,No,No,Yes,Bank transfer,0
CUST00349,74,25,28.4,5827.35,One year,Fiber optic,No,Yes,Yes,No internet,No,No,No,Electronic check,1
CUST00350,42,38,25.54,4356.62,One year,DSL,Yes,Yes,No,Yes,No internet,No internet,Yes,Bank transfer,0
CUST00351,67,2,68.28,578.97,Two year,Fiber optic,Yes,No,No,No internet,Yes,No internet,No,Mailed check,0
CUST00352,40,7,54.56,5551.0,Month-to-month,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer,0
CUST00353,48,34,103.99,5551.76,One year,Fiber optic,No,No internet,No internet,Yes,Yes,No,No,Credit card,0
CUST00354,47,17,84.91,7451.79,Two year,Fiber optic,No,No,No,No,No internet,Yes,No,Bank transfer,0
CUST00355,59,43,54.58,4028.77,Month-to-month,No,No,Yes,No internet,No internet,Yes,Yes,No,Credit card,0
CUST00356,52,59,39.4,1918.98,One year,No,Yes,Yes,No,No internet,Yes,No,No,Credit card,0
CUST00357,24,51,36.54,452.05,Month-to-month,DSL,No,Yes,No,No,Yes,No internet,No,Bank transfer,0
CUST00358,77,54,132.41,3383.57,One year,Fiber optic,No,Yes,No,No internet,Yes,No internet,Yes,Electronic check,0
CUST00359,33,24,51.65,2485.14,One year,DSL,Yes,Yes,No,No,No internet,Yes,Yes,Mailed check,1
CUST00360,43,25,104.72,6112.6,One year,No,No internet,No internet,No internet,No internet,No internet,Yes,No,Mailed check,0
CUST00361,65,71,125.39,2898.72,Month-to-month,DSL,No internet,No internet,No internet,No,Yes,Yes,No,Bank transfer,1
CUST00362,74,52,99.83,7597.66,Two year,DSL,Yes,Yes,No internet,No,Yes,Yes,No,Electronic check,1
CUST00363,69,70,131.74,7702.25,Month-to-month,No,No internet,No,No internet,Yes,No,No,No,Electronic check,1
CUST00364,77,33,71.01,5005.18,One year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,0
CUST00365,66,49,144.31,7436.42,Month-to-month,DSL,No,No internet,No,No,Yes,Yes,No,Electronic check,0
CUST00366,19,29,37.31,6110.75,Two year,No,No,Yes,No,No internet,Yes,No internet,Yes,Bank transfer,1
CUST00367,18,63,33.28,4420.19,Month-to-month,Fiber optic,No internet,No internet,No,No internet,No,No internet,Yes,Bank transfer,0
CUST00368,65,22,105.63,1524.43,Two year,No,No,No internet,Yes,No internet,No,No internet,No,Electronic check,0
CUST00369,79,26,142.57,3722.92,Two year,DSL,No internet,Yes,No internet,No,Yes,No,No,Bank transfer,0
CUST00370,29,28,125.15,4530.91,Month-to-month,Fiber optic,No internet,Yes,No,No,No internet,No,No,Credit card,0
CUST00371,22,49,29.93,6925.3,One year,Fiber optic,No,No,No internet,No,No internet,No internet,Yes,Mailed check,1
CUST00372,54,71,56.32,3902.53,Two year,No,No,No internet,No internet,No,Yes,No internet,No,Bank transfer,0
CUST00373,49,49,140.94,7191.63,Month-to-month,No,No internet,No,Yes,Yes,Yes,Yes,Yes,Electronic check,0
CUST00374,76,20,52.9,5427.36,Two year,No,No,Yes,Yes,No,No,Yes,Yes,Mailed check,0
CUST00375,72,63,121.55,1182.29,One year,Fiber optic,Yes,No internet,No internet,No internet,No,No,Yes,Bank transfer,0
CUST00376,26,61,127.27,7960.35,Month-to-month,Fiber optic,No,No,No,Yes,No internet,No,No,Mailed check,0
CUST00377,58,49,84.41,4265.14,Month-to-month,DSL,No,No,No,No internet,Yes,Yes,No,Electronic check,0
CUST00378,52,71,70.23,3195.68,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No internet,Yes,Credit card,0
CUST00379,36,1,78.52,5307.0,One year,DSL,No,Yes,Yes,Yes,No internet,Yes,Yes,Credit card,0
CUST00380,65,13,49.51,960.26,Two year,No,No,Yes,Yes,No,No internet,No,Yes,Bank transfer,1
CUST00381,33,51,135.62,5128.66,Month-to-month,No,No internet,Yes,Yes,Yes,No internet,No,Yes,Credit card,0
CUST00382,20,56,78.58,4036.06,Two year,Fiber optic,No,No internet,Yes,No internet,No,Yes,No,Bank transfer,0
CUST00383,37,62,134.72,3312.73,Two year,No,No,Yes,Yes,No,No,Yes,Yes,Mailed check,0
CUST00384,41,32,33.74,7628.86,One year,No,Yes,No internet,Yes,No,Yes,Yes,No,Bank transfer,0
CUST00385,71,30,148.48,4228.06,Month-to-month,Fiber optic,No internet,No,No,Yes,Yes,No,Yes,Bank transfer,1
CUST00386,73,29,77.63,1831.03,Two year,DSL,No internet,No,Yes,Yes,No internet,No internet,No,Bank transfer,1
CUST00387,50,49,26.22,3725.81,Month-to-month,Fiber optic,No internet,Yes,Yes,No,No internet,Yes,Yes,Credit card,0
CUST00388,41,45,24.94,7363.16,Month-to-month,DSL,No,No,No,Yes,No,No,No,Bank transfer,0
CUST00389,69,30,117.01,1491.15,One year,Fiber optic,No internet,Yes,No,No,No,No,No,Electronic check,0
CUST00390,28,16,105.67,1790.26,Month-to-month,Fiber optic,Yes,No internet,No internet,Yes,Yes,No,No,Bank transfer,0
CUST00391,66,40,124.28,202.93,Month-to-month,No,No internet,No,Yes,No internet,Yes,Yes,Yes,Mailed check,0
CUST00392,25,19,33.7,212.1,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,1
CUST00393,53,18,24.62,6652.19,One year,Fiber optic,No internet,No,Yes,No internet,No,No internet,Yes,Mailed check,0
CUST00394,55,1,86.12,5883.77,Month-to-month,DSL,No internet,No,Yes,Yes,No internet,No,No,Mailed check,1
CUST00395,57,47,70.39,2904.82,Two year,No,Yes,Yes,No internet,Yes,Yes,Yes,No,Mailed check,0
CUST00396,37,66,80.05,5616.66,One year,DSL,No internet,No,No,No,Yes,No,Yes,Electronic check,0
CUST00397,79,38,148.91,3222.13,One year,DSL,No internet,No,No,Yes,No,No,No,Electronic check,0
CUST00398,52,51,146.2,7627.88,Two year,No,No internet,No,Yes,Yes,Yes,No internet,No,Credit card,0
CUST00399,65,63,142.5,7739.72,Two year,No,No,No,Yes,No internet,No internet,Yes,Yes,Electronic check,0
CUST00400,79,4,121.9,3203.07,Two year,No,Yes,No internet,Yes,Yes,No,Yes,No,Bank transfer,0
CUST00401,42,1,66.13,6848.35,Two year,Fiber optic,No internet,No,No internet,No,Yes,No,No,Mailed check,0
CUST00402,52,8,73.58,6207.4,Two year,No,Yes,No,No internet,No internet,Yes,No,No,Credit card,0
CUST00403,42,29,91.45,2549.0,Month-to-month,No,Yes,Yes,No,No,No,No internet,No,Electronic check,0
CUST00404,46,55,127.97,1933.11,Month-to-month,No,Yes,No internet,Yes,No,No,No internet,Yes,Mailed check,0
CUST00405,35,3,28.93,3720.05,One year,DSL,No internet,Yes,Yes,No,Yes,No internet,No,Electronic check,0
CUST00406,63,32,75.16,6272.66,Month-to-month,DSL,No internet,Yes,Yes,No,No internet,No internet,No,Credit card,0
CUST00407,35,10,30.74,7685.33,Month-to-month,Fiber optic,Yes,Yes,Yes,No internet,No,No internet,No,Electronic check,0
CUST00408,19,34,86.91,6132.27,Month-to-month,DSL,No,No internet,No internet,Yes,No internet,No internet,No,Electronic check,0
CUST00409,71,55,136.86,6856.14,Two year,Fiber optic,Yes,Yes,No,No,Yes,No,No,Mailed check,0
CUST00410,52,32,121.72,4864.21,One year,DSL,No,Yes,No,No internet,No internet,No internet,No,Bank transfer,0
CUST00411,33,50,49.62,6699.72,One year,No,Yes,Yes,No internet,No,Yes,No,No,Electronic check,1
CUST00412,78,7,146.88,6296.92,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,Credit card,0
CUST00413,58,8,106.76,3078.19,One year,Fiber optic,Yes,Yes,No,No internet,Yes,Yes,Yes,Electronic check,0
CUST00414,53,65,21.36,4460.72,Month-to-month,DSL,No internet,No internet,No,No internet,Yes,No,Yes,Electronic check,1
CUST00415,50,57,53.2,6457.55,Month-to-month,No,No,No internet,No internet,Yes,No internet,No,Yes,Bank transfer,0
CUST00416,21,67,53.89,463.85,Two year,Fiber optic,No,No,Yes,No internet,Yes,No internet,Yes,Mailed check,0
CUST00417,50,59,29.0,6483.83,One year,No,Yes,No internet,No,Yes,Yes,No,No,Credit card,1
CUST00418,31,54,144.78,1505.32,Month-to-month,No,No internet,No internet,Yes,No internet,No internet,No internet,No,Mailed check,0
CUST00419,38,67,82.17,4166.0,Month-to-month,Fiber optic,No internet,No,No,No internet,No,No internet,Yes,Mailed check,1
CUST00420,65,51,136.46,6485.38,Two year,No,No,Yes,No internet,Yes,No internet,No internet,Yes,Mailed check,0
CUST00421,37,8,61.89,2105.19,Two year,No,No internet,No,Yes,Yes,No internet,Yes,Yes,Electronic check,0
CUST00422,73,34,36.28,2041.88,Two year,DSL,No,Yes,No internet,No internet,No internet,No internet,No,Bank transfer,1
CUST00423,25,35,81.66,3281.84,Month-to-month,No,No,Yes,No,No internet,Yes,No,No,Electronic check,0
CUST00424,24,32,34.81,7167.68,Month-to-month,No,No,No internet,No internet,Yes,Yes,No internet,Yes,Credit card,0
CUST00425,20,46,83.18,103.5,Two year,No,No internet,No,No internet,Yes,Yes,No internet,Yes,Bank transfer,0
CUST00426,34,16,139.64,7220.93,One year,No,No,No internet,No internet,No internet,No,No internet,Yes,Mailed check,0
CUST00427,50,68,87.7,1315.08,Two year,Fiber optic,No,No internet,No,No internet,Yes,Yes,Yes,Bank transfer,0
CUST00428,65,37,100.14,7921.68,Two year,DSL,Yes,Yes,Yes,No internet,No,No,Yes,Credit card,0
CUST00429,29,54,40.36,7643.29,Two year,No,No,No internet,No internet,Yes,Yes,Yes,No,Electronic check,0
CUST00430,76,14,25.69,4007.93,Two year,No,No,No,Yes,No internet,No internet,No,Yes,Electronic check,0
CUST00431,68,55,34.41,4150.49,Month-to-month,Fiber optic,Yes,No internet,No,No,Yes,Yes,No,Mailed check,0
CUST00432,39,48,97.81,3904.24,One year,No,Yes,No internet,Yes,Yes,No,No,Yes,Electronic check,0
CUST00433,72,7,32.35,5120.0,Two year,Fiber optic,No internet,Yes,No internet,No internet,No,Yes,Yes,Electronic check,0
CUST00434,39,7,68.88,816.7,One year,DSL,No,No,No internet,Yes,Yes,No internet,No,Credit card,1
CUST00435,63,33,91.51,357.68,One year,DSL,No internet,No internet,No internet,No,No internet,Yes,Yes,Bank transfer,0
CUST00436,47,23,70.52,555.85,One year,No,No internet,Yes,No internet,Yes,Yes,Yes,No,Electronic check,0
CUST00437,55,19,41.28,3610.49,Two year,No,Yes,No internet,No internet,No internet,Yes,No internet,No,Credit card,1
CUST00438,55,19,55.59,2276.83,Month-to-month,No,No internet,No,No internet,No,Yes,No internet,Yes,Credit card,1
CUST00439,62,36,140.68,5014.11,Two year,Fiber optic,No,No internet,No,No,No internet,No,Yes,Mailed check,0
CUST00440,68,29,107.88,7940.29,One year,No,Yes,No internet,No,No internet,No,No,No,Credit card,1
CUST00441,71,60,84.49,3151.95,One year,No,No,Yes,No,No internet,No internet,No,No,Mailed check,0
CUST00442,25,2,21.65,4633.35,Month-to-month,DSL,No,No internet,Yes,No internet,No,Yes,Yes,Electronic check,1
CUST00443,44,1,149.01,3383.27,Two year,No,Yes,Yes,Yes,Yes,No,No,No,Mailed check,0
CUST00444,44,47,107.29,6793.45,One year,DSL,No,No,No,Yes,No,Yes,Yes,Credit card,0
CUST00445,51,69,61.2,7227.67,Month-to-month,No,Yes,No internet,Yes,Yes,No internet,Yes,No,Bank transfer,0
CUST00446,38,20,134.3,7031.11,One year,DSL,No,No,Yes,No internet,Yes,No,Yes,Bank transfer,1
CUST00447,47,11,53.6,7797.54,Month-to-month,No,Yes,No,No internet,No internet,Yes,No,No,Electronic check,0
CUST00448,50,2,90.72,317.4,Month-to-month,DSL,No internet,No internet,No internet,Yes,Yes,Yes,No,Electronic check,0
CUST00449,45,67,102.69,6734.55,Two year,Fiber optic,No,Yes,Yes,No,Yes,No internet,Yes,Bank transfer,0
CUST00450,64,12,48.74,6039.0,One year,DSL,Yes,No,Yes,Yes,Yes,No internet,No,Mailed check,1
CUST00451,50,20,147.19,1906.69,Two year,DSL,No,No,No,No,No internet,Yes,No,Electronic check,1
CUST00452,22,5,117.26,7654.93,One year,DSL,No,No internet,Yes,No internet,No internet,No,No,Credit card,0
CUST00453,77,37,92.52,1270.61,Two year,No,No,No internet,No internet,No internet,No internet,Yes,No,Electronic check,0
CUST00454,78,38,43.48,5468.44,One year,No,Yes,No internet,Yes,Yes,No internet,Yes,No,Mailed check,0
CUST00455,65,9,27.0,1876.63,Two year,No,No internet,No internet,No,Yes,No internet,No,No,Electronic check,0
CUST00456,36,53,61.61,3507.91,Month-to-month,Fiber optic,No internet,No internet,No internet,No internet,No internet,No internet,No,Credit card,1
CUST00457,21,44,117.91,5781.36,One year,Fiber optic,No internet,No internet,No internet,Yes,No internet,Yes,Yes,Credit card,0
CUST00458,52,24,55.01,4550.26,One year,DSL,Yes,Yes,No internet,No internet,Yes,No internet,No,Credit card,0
CUST00459,66,30,90.14,3477.26,Month-to-month,Fiber optic,No internet,No,No internet,No internet,No,No internet,No,Mailed check,0
CUST00460,34,59,114.63,2678.07,Two year,DSL,Yes,Yes,Yes,No,No internet,No,Yes,Mailed check,0
CUST00461,61,14,34.03,6733.31,One year,DSL,No,Yes,No,Yes,No,Yes,No,Credit card,0
CUST00462,45,9,109.09,1236.13,One year,DSL,No,No internet,Yes,No internet,No internet,Yes,No,Credit card,0
CUST00463,47,40,31.94,3497.81,Two year,Fiber optic,No internet,No,Yes,Yes,No internet,No internet,Yes,Mailed check,0
CUST00464,46,66,145.47,7239.68,Month-to-month,No,Yes,Yes,No internet,No,Yes,No internet,No,Mailed check,0
CUST00465,63,25,83.49,6782.21,Two year,Fiber optic,No,No internet,No,No,No,No,No,Mailed check,0
CUST00466,70,22,39.59,3267.44,Two year,DSL,Yes,No internet,No internet,Yes,Yes,No internet,Yes,Bank transfer,0
CUST00467,23,4,64.51,6128.56,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Mailed check,0
CUST00468,52,26,73.74,6602.97,One year,Fiber optic,No,Yes,Yes,No internet,No,Yes,No,Credit card,1
CUST00469,77,58,118.56,7122.21,Month-to-month,DSL,Yes,Yes,No internet,No,Yes,No,No,Bank transfer,0
CUST00470,58,29,116.65,4401.6,Month-to-month,DSL,No,Yes,Yes,No,No internet,No internet,Yes,Mailed check,0
CUST00471,54,37,99.55,1715.24,Two year,Fiber optic,No,No internet,Yes,No,No internet,Yes,No,Credit card,0
